SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200711,20070511,6,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000529848,LA,YA,994105700504291,L,MM,Top Up,Fresh,STORE00001,LS,E02
200718,20070625,2,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000651737,LA,YF,994106400599553,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200728,20070907,6,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000644706,LA,PE,994107400594959,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200708,20070422,1,9,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000136043,MM,YF,994105400258465,L,UM,Top Up,Fresh,STORE00001,LS,E02
200721,20070716,2,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000563864,MM,YA,994106700541790,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200708,20070419,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000420363,MM,OT,994105400442021,M,MM,Top Up,Mixed,STORE00001,LS,E02
200730,20070917,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000461259,MM,OT,994107600455261,S,LA,Small Shop,Mixed,STORE00001,LS,E02
200742,20071214,6,14,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994108800628223,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200710,20070501,3,16,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994105600636158,L,UM,Top Up,Fresh,STORE00001,LS,E02
200651,20070217,7,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,994104500665047,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200731,20070924,2,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000420119,MM,OT,994107700446515,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200737,20071110,7,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000446902,MM,OT,994108300456003,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200718,20070627,4,10,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000333347,MM,OA,994106400390278,L,MM,Top Up,Fresh,STORE00001,LS,E02
200712,20070517,5,11,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994105800626489,L,UM,Top Up,Fresh,STORE00001,LS,E02
200740,20071128,4,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000719149,MM,OT,994108600637331,L,MM,Small Shop,Fresh,STORE00001,LS,E02
200728,20070905,4,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,994107400176681,L,MM,Top Up,Fresh,STORE00001,LS,E02
200726,20070826,1,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000989319,MM,OT,994107200829740,S,LA,Small Shop,Fresh,STORE00001,LS,E02
200726,20070820,2,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994107200646664,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200743,20071223,1,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000674741,MM,YA,994108900676571,L,LA,Top Up,Mixed,STORE00001,LS,E02
200645,20070106,7,9,7,6.86,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,994103900678899,L,MM,Top Up,Fresh,STORE00001,LS,E02
200733,20071009,3,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000811783,UM,,994107900688240,L,MM,Top Up,Grocery,STORE00001,LS,E02
200731,20070927,5,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000783333,UM,YA,994107700684222,L,UM,Top Up,Fresh,STORE00001,LS,E02
200714,20070601,6,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000914076,UM,YA,994106000746890,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200724,20070809,5,21,7,6.86,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,994107000799892,L,UM,Top Up,Fresh,STORE00001,LS,E02
200724,20070810,6,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000244114,UM,YA,994107000335183,L,MM,Top Up,Mixed,STORE00001,LS,E02
200727,20070828,3,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000290660,UM,OA,994107300361288,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200712,20070519,7,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000704959,UM,OT,994105800622209,L,UM,Top Up,Fresh,STORE00001,LS,E02
200728,20070909,1,13,6,5.88,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000615547,UM,YA,994107400575440,L,UM,Full Shop,Fresh,STORE00001,LS,E02
200738,20071112,2,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000644153,UM,OT,994108400588110,M,UM,Top Up,Fresh,STORE00001,LS,E02
200703,20070315,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994104900023937,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200733,20071010,4,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107900055966,M,MM,Top Up,Mixed,STORE00001,LS,E02
200728,20070908,7,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107400099321,L,MM,Top Up,Grocery,STORE00001,LS,E02
200733,20071014,1,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107900012293,M,UM,Top Up,Fresh,STORE00001,LS,E02
200704,20070324,7,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994105000039438,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200707,20070413,6,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994105300158146,M,LA,Top Up,Fresh,STORE00001,LS,E02
200743,20071218,3,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994108900023369,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200714,20070602,7,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106000044593,L,MM,Top Up,Mixed,STORE00001,LS,E02
200725,20070818,7,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107100142191,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200734,20071021,1,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000844640,LA,OA,994108000705551,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200649,20070130,3,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000603024,LA,OT,994104300549060,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200716,20070614,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000696111,LA,YF,994106200629258,L,MM,Top Up,Fresh,STORE00001,LS,E02
200719,20070707,7,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000099658,LA,OF,994106500238853,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200715,20070607,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994106100709570,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200728,20070908,7,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000706608,LA,OT,994107400636038,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200738,20071113,3,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000954808,LA,,994108400793528,L,LA,Top Up,Fresh,STORE00001,LS,E02
200739,20071125,1,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994108500703770,M,MM,Top Up,Mixed,STORE00001,LS,E02
200650,20070209,6,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000845375,MM,OT,994104400699707,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200713,20070523,4,16,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994105900642967,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200716,20070614,5,19,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000135397,MM,OF,994106200258767,L,UM,Top Up,Fresh,STORE00001,LS,E02
200703,20070316,6,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000434013,MM,PE,994104900452387,M,MM,Small Shop,Grocery,STORE00001,LS,E02
200708,20070419,5,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,994105400528756,L,MM,Top Up,Mixed,STORE00001,LS,E02
200719,20070703,3,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000026371,MM,,994106500189901,L,MM,Top Up,Fresh,STORE00001,LS,E02
200714,20070601,6,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000021218,MM,OT,994106000181695,L,MM,Top Up,Fresh,STORE00001,LS,E02
200724,20070811,7,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,994107000183643,L,UM,Small Shop,Mixed,STORE00001,LS,E02
200724,20070806,2,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000312034,MM,YF,994107000378401,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200701,20070227,3,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,994104700163853,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200741,20071205,4,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000142044,MM,OA,994108700252970,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200739,20071120,3,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000032037,MM,PE,994108500183671,M,UM,Top Up,Fresh,STORE00001,LS,E02
200727,20070828,3,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000136043,MM,YF,994107300260869,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200726,20070820,2,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000528973,MM,OA,994107200526237,L,MM,Top Up,Fresh,STORE00001,LS,E02
200728,20070905,4,10,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000881765,MM,OA,994107400752346,L,UM,Top Up,Mixed,STORE00001,LS,E02
200741,20071203,2,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000670922,MM,YF,994108700599433,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200701,20070228,4,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000517034,MM,YF,994104700495603,L,MM,Top Up,Grocery,STORE00001,LS,E02
200702,20070306,3,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000347023,MM,YF,994104800381608,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200744,20071227,5,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000248215,MM,YA,994109000240235,S,UM,Small Shop,Fresh,STORE00001,LS,E02
200744,20071224,2,17,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000707688,MM,YA,994109000450841,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200722,20070726,5,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000790456,UM,OT,994106800684336,L,LA,Top Up,Mixed,STORE00001,LS,E02
200652,20070219,2,16,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000420601,UM,,994104600427702,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200730,20070917,2,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000281062,UM,OT,994107600341535,M,UM,Top Up,Fresh,STORE00001,LS,E02
200731,20070929,7,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000068970,UM,PE,994107700217774,L,UM,Full Shop,Fresh,STORE00001,LS,E02
200735,20071028,1,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000395525,UM,OA,994108100425382,L,MM,Top Up,Mixed,STORE00001,LS,E02
200712,20070514,2,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000978405,UM,YA,994105800799615,M,MM,Top Up,Mixed,STORE00001,LS,E02
200648,20070128,1,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000038546,UM,OA,994104200183902,L,MM,Top Up,Grocery,STORE00001,LS,E02
200729,20070913,5,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000644153,UM,OT,994107500592283,L,UM,Top Up,Fresh,STORE00001,LS,E02
200719,20070706,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106500041156,L,MM,Top Up,Fresh,STORE00001,LS,E02
200713,20070526,7,11,6,5.88,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994105900171180,L,UM,Top Up,Fresh,STORE00001,LS,E02
200710,20070504,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000587643,LA,,994105600554769,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200721,20070720,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000587643,LA,,994106700557339,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200732,20071003,4,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000622535,LA,,994107800573212,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200710,20070502,4,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994105600707426,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200731,20070925,3,19,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000985195,LA,OA,994107700816493,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200710,20070506,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000997122,LA,OF,994105600823698,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200703,20070312,2,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994104900709217,M,LA,Top Up,Fresh,STORE00001,LS,E02
200646,20070108,2,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994104000660594,L,LA,Top Up,Mixed,STORE00001,LS,E02
200709,20070429,1,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000952666,LA,PE,994105500787781,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200648,20070123,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994104200675347,M,LA,Top Up,Fresh,STORE00001,LS,E02
200726,20070821,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994107200718408,M,MM,Top Up,Mixed,STORE00001,LS,E02
200722,20070723,2,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000299037,MM,YF,994106800366840,M,MM,Small Shop,Nonfood,STORE00001,LS,E02
200651,20070217,7,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000140459,MM,OA,994104500254807,L,MM,Top Up,Fresh,STORE00001,LS,E02
200742,20071215,7,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000248215,MM,YA,994108800322675,M,MM,Top Up,Grocery,STORE00001,LS,E02
200721,20070718,4,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,994106700679507,M,UM,Top Up,Fresh,STORE00001,LS,E02
200721,20070717,3,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000701067,MM,OT,994106700631744,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200733,20071013,7,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000875791,MM,OA,994107900729797,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200728,20070909,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000701067,MM,OT,994107400632277,M,UM,Top Up,Mixed,STORE00001,LS,E02
200647,20070116,3,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000160721,MM,,994104100255722,M,MM,Top Up,Fresh,STORE00001,LS,E02
200744,20071226,4,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000446902,MM,OT,994109000330999,L,UM,Top Up,Fresh,STORE00001,LS,E02
200729,20070915,7,8,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000891571,MM,OT,994107500754356,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200721,20070722,1,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000978405,UM,YA,994106700813300,L,LA,Top Up,Grocery,STORE00001,LS,E02
200734,20071020,7,14,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,994108000784171,L,MM,Top Up,Fresh,STORE00001,LS,E02
200737,20071108,5,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000700826,UM,OA,994108300622633,M,MM,Top Up,Mixed,STORE00001,LS,E02
200648,20070125,5,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000335064,UM,YF,994104200370230,M,UM,Top Up,Grocery,STORE00001,LS,E02
200709,20070423,2,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000952913,UM,OA,994105500787915,M,UM,Top Up,Fresh,STORE00001,LS,E02
200737,20071106,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000214997,UM,OT,994108300303699,L,MM,Top Up,Mixed,STORE00001,LS,E02
200705,20070327,3,9,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000076448,UM,YF,994105100215332,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200726,20070822,4,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000281062,UM,OT,994107200364375,M,MM,Small Shop,Mixed,STORE00001,LS,E02
200649,20070202,6,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994104300057716,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200703,20070317,7,16,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994104900082155,L,UM,Top Up,Fresh,STORE00001,LS,E02
200737,20071106,3,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994108300071824,S,MM,Small Shop,Grocery,STORE00001,LS,E02
200728,20070907,6,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107400163410,L,UM,Top Up,Fresh,STORE00001,LS,E02
200741,20071206,5,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994108700118245,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200724,20070808,4,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107000060736,L,MM,Top Up,Fresh,STORE00001,LS,E02
200739,20071121,4,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994108500146898,L,MM,Top Up,Mixed,STORE00001,LS,E02
200645,20070107,1,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000381297,LA,OT,994103900353326,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200703,20070313,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000031233,LA,PE,994104900184635,S,MM,Small Shop,Mixed,STORE00001,LS,E02
200722,20070725,4,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994106800703822,M,MM,Small Shop,Grocery,STORE00001,LS,E02
200651,20070215,5,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994104500695147,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200648,20070124,4,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000549619,LA,OF,994104200504202,L,LA,Top Up,Fresh,STORE00001,LS,E02
200739,20071119,2,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000986278,LA,,994108500813912,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200710,20070505,7,13,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000899336,MM,YA,994105600759298,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200711,20070509,4,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000111606,MM,OT,994105700240194,L,MM,Top Up,Fresh,STORE00001,LS,E02
200645,20070102,3,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,994103900449133,M,UM,Small Shop,Grocery,STORE00001,LS,E02
200723,20070805,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000280656,MM,OT,994106900361668,M,MM,Top Up,Fresh,STORE00001,LS,E02
200742,20071210,2,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000634652,MM,,994108800577218,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200733,20071008,2,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000670922,MM,YF,994107900598003,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200704,20070321,4,8,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,994105000662292,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200734,20071015,2,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000280656,MM,OT,994108000345175,M,LA,Top Up,Fresh,STORE00001,LS,E02
200649,20070202,6,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000475903,MM,OA,994104300468413,L,MM,Top Up,Fresh,STORE00001,LS,E02
200737,20071105,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000528973,MM,OA,994108300509798,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200722,20070724,3,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,994106800633514,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200742,20071213,5,11,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000017570,MM,YF,994108800169776,L,MM,Top Up,Grocery,STORE00001,LS,E02
200730,20070923,1,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000161411,MM,PE,994107600266847,M,MM,Top Up,Fresh,STORE00001,LS,E02
200648,20070124,4,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000419779,MM,YA,994104200422891,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200724,20070810,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000701067,MM,OT,994107000628279,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200702,20070305,2,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000248215,MM,YA,994104800317952,M,UM,Top Up,Mixed,STORE00001,LS,E02
200725,20070819,1,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000059002,MM,OT,994107100210669,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200726,20070826,1,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,994107200185547,L,MM,Top Up,Fresh,STORE00001,LS,E02
200738,20071113,3,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,994108400167357,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200705,20070330,6,12,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000891571,MM,OT,994105100746478,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200729,20070915,7,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,994107500533393,L,MM,Small Shop,Fresh,STORE00001,LS,E02
200703,20070316,6,12,8,7.84,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,994104900806492,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200734,20071021,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000290660,UM,OA,994108000351437,L,MM,Top Up,Fresh,STORE00001,LS,E02
200731,20070925,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000290660,UM,OA,994107700361715,L,MM,Top Up,Fresh,STORE00001,LS,E02
200719,20070706,6,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000075764,UM,OT,994106500222994,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200730,20070918,3,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000615249,UM,OT,994107600552206,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200709,20070426,5,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000352529,UM,YA,994105500398369,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200735,20071023,3,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000881252,UM,YF,994108100739785,L,MM,Top Up,Fresh,STORE00001,LS,E02
200724,20070808,4,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000552533,UM,YA,994107000532709,L,MM,Top Up,Fresh,STORE00001,LS,E02
200712,20070516,4,21,5,4.9,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,994105800791624,L,MM,Top Up,Fresh,STORE00001,LS,E02
200721,20070722,1,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106700054496,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200736,20071101,5,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994108200012263,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200717,20070621,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106300106791,L,LA,Top Up,Fresh,STORE00001,LS,E02
200729,20070910,2,17,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994107500000612,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200713,20070523,4,19,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,994105900714956,M,MM,Top Up,Fresh,STORE00001,LS,E02
200708,20070419,5,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000587643,LA,,994105400550339,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200722,20070727,6,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000455083,LA,OT,994106800467511,L,MM,Full Shop,Mixed,STORE00001,LS,E02
