SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200740,20071201,7,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000236914,MM,,9.94109E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200737,20071106,3,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,9.94108E+14,L,MM,Small Shop,Fresh,STORE00001,LS,E02
200701,20070228,4,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,9.94105E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200727,20070829,4,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000434013,MM,PE,9.94107E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200740,20071201,7,14,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000136043,MM,YF,9.94109E+14,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200726,20070823,5,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000017325,MM,YA,9.94107E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200712,20070518,6,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000524537,MM,YA,9.94106E+14,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200709,20070429,1,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000142044,MM,OA,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200738,20071118,1,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000233396,MM,OA,9.94108E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200719,20070705,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000448280,UM,OT,9.94107E+14,M,LA,Top Up,Mixed,STORE00001,LS,E02
200652,20070223,6,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000067369,UM,,9.94105E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200708,20070418,4,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000352529,UM,YA,9.94105E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200649,20070130,3,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000860647,UM,,9.94104E+14,M,MM,Small Shop,Mixed,STORE00001,LS,E02
200739,20071122,5,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000048395,UM,YA,9.94109E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200709,20070427,6,21,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000615547,UM,YA,9.94106E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200712,20070515,3,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000463900,UM,YF,9.94106E+14,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200739,20071119,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000644153,UM,OT,9.94109E+14,L,UM,Top Up,Mixed,STORE00001,LS,E02
200648,20070126,6,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000448280,UM,OT,9.94104E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200725,20070815,4,12,9,8.82,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000177536,UM,OT,9.94107E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200706,20070405,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000068970,UM,PE,9.94105E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200729,20070914,6,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000361812,UM,OF,9.94108E+14,L,UM,Top Up,Mixed,STORE00001,LS,E02
200744,20071228,6,14,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000633906,UM,OT,9.94109E+14,L,MM,Top Up,Mixed,STORE00001,LS,E02
200732,20071007,1,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,L,LA,Top Up,Mixed,STORE00001,LS,E02
200730,20070918,3,17,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200650,20070205,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94104E+14,S,MM,Small Shop,Grocery,STORE00001,LS,E02
200712,20070516,4,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94106E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200701,20070227,3,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94105E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200732,20071006,7,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000771768,LA,YA,9.94108E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200739,20071119,2,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000065412,LA,YF,9.94109E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200728,20070909,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000696111,LA,YF,9.94107E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200738,20071118,1,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94108E+14,M,MM,Top Up,Mixed,STORE00001,LS,E02
200714,20070602,7,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000053927,LA,,9.94106E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200743,20071223,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94109E+14,M,MM,Top Up,Mixed,STORE00001,LS,E02
200718,20070701,1,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000585617,LA,YF,9.94106E+14,L,MM,Top Up,Mixed,STORE00001,LS,E02
200733,20071012,6,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000528973,MM,OA,9.94108E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200650,20070211,1,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000043264,MM,YF,9.94104E+14,M,LA,Small Shop,Fresh,STORE00001,LS,E02
200645,20070105,6,17,9,8.82,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000297515,MM,YA,9.94104E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200650,20070208,5,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000711533,MM,YA,9.94104E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200651,20070213,3,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,9.94105E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200703,20070316,6,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000142044,MM,OA,9.94105E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200649,20070203,7,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000937197,MM,OF,9.94104E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200703,20070315,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000326140,MM,OF,9.94105E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200736,20071029,2,11,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000136043,MM,YF,9.94108E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200736,20071103,7,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000446902,MM,OT,9.94108E+14,L,MM,Top Up,Mixed,STORE00001,LS,E02
200731,20070930,1,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000647611,MM,PE,9.94108E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200707,20070412,5,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,9.94105E+14,L,UM,Top Up,Mixed,STORE00001,LS,E02
200724,20070806,2,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000434013,MM,PE,9.94107E+14,M,UM,Top Up,Fresh,STORE00001,LS,E02
200741,20071206,5,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,9.94109E+14,M,LA,Top Up,Fresh,STORE00001,LS,E02
200737,20071108,5,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,9.94108E+14,M,UM,Top Up,Mixed,STORE00001,LS,E02
200707,20070413,6,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000881765,MM,OA,9.94105E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200652,20070222,5,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000447587,UM,YA,9.94105E+14,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200716,20070614,5,12,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000364227,UM,YA,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200713,20070527,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000364227,UM,YA,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200716,20070617,1,15,7,6.86,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200719,20070705,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000176653,UM,YF,9.94107E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200737,20071106,3,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000068970,UM,PE,9.94108E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200743,20071220,5,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000751170,UM,OT,9.94109E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200738,20071112,2,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000837778,UM,OA,9.94108E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200719,20070706,6,21,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,M,LA,Top Up,Fresh,STORE00001,LS,E02
200716,20070613,4,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94106E+14,L,MM,Full Shop,Grocery,STORE00001,LS,E02
200702,20070306,3,12,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94105E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200714,20070603,1,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94106E+14,M,MM,Top Up,Fresh,STORE00001,LS,E02
200726,20070824,6,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200724,20070811,7,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200736,20071102,6,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000915203,LA,OT,9.94108E+14,M,MM,Top Up,Fresh,STORE00001,LS,E02
200717,20070619,3,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000644893,LA,PE,9.94106E+14,L,MM,Top Up,Grocery,STORE00001,LS,E02
200647,20070115,2,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000952666,LA,PE,9.94104E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200741,20071207,6,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94109E+14,M,LA,Top Up,Mixed,STORE00001,LS,E02
200717,20070619,3,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000997122,LA,OF,9.94106E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200735,20071028,1,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000692529,LA,,9.94108E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200706,20070404,4,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94105E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200726,20070826,1,12,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94107E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200720,20070709,2,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000524537,MM,YA,9.94107E+14,L,LA,Full Shop,Grocery,STORE00001,LS,E02
200711,20070510,5,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000159136,MM,YF,9.94106E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200713,20070522,3,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000355900,MM,OA,9.94106E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200651,20070217,7,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000367810,MM,YA,9.94105E+14,L,LA,Full Shop,Fresh,STORE00001,LS,E02
200719,20070708,1,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000278486,MM,,9.94107E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200732,20071007,1,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000999593,MM,YF,9.94108E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200712,20070517,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,9.94106E+14,L,UM,Small Shop,Fresh,STORE00001,LS,E02
200707,20070410,3,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000372188,MM,,9.94105E+14,M,UM,Small Shop,Mixed,STORE00001,LS,E02
200701,20070228,4,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,9.94105E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200705,20070401,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000774171,MM,PE,9.94105E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200706,20070402,2,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,9.94105E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200702,20070305,2,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000663246,MM,YF,9.94105E+14,M,MM,Small Shop,Grocery,STORE00001,LS,E02
200740,20071128,4,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000446902,MM,OT,9.94109E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200738,20071113,3,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000701067,MM,OT,9.94108E+14,M,UM,Top Up,Fresh,STORE00001,LS,E02
200729,20070913,5,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000414458,MM,YA,9.94108E+14,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200744,20071225,3,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000025746,MM,OA,9.94109E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200703,20070316,6,16,7,6.86,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,9.94105E+14,L,LA,Top Up,Fresh,STORE00001,LS,E02
200730,20070920,5,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000633906,UM,OT,9.94108E+14,L,UM,Full Shop,Mixed,STORE00001,LS,E02
200710,20070506,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000575056,UM,YA,9.94106E+14,S,MM,Small Shop,Mixed,STORE00001,LS,E02
200707,20070414,7,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000384178,UM,OT,9.94105E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200702,20070306,3,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000065693,UM,,9.94105E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200739,20071123,6,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000751170,UM,OT,9.94109E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200717,20070619,3,12,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000923296,UM,YF,9.94106E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200725,20070818,7,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000944007,UM,YF,9.94107E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200717,20070620,4,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000984029,UM,OA,9.94106E+14,M,UM,Top Up,Mixed,STORE00001,LS,E02
200742,20071211,3,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,L,MM,Top Up,Grocery,STORE00001,LS,E02
200736,20071031,4,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200645,20070104,5,21,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94104E+14,L,UM,Top Up,Mixed,STORE00001,LS,E02
200708,20070418,4,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94105E+14,L,LA,Top Up,Fresh,STORE00001,LS,E02
200715,20070607,5,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94106E+14,M,MM,Top Up,Fresh,STORE00001,LS,E02
200741,20071205,4,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,M,LA,Top Up,Grocery,STORE00001,LS,E02
200740,20071202,1,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200727,20070828,3,14,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,L,UM,Full Shop,Fresh,STORE00001,LS,E02
200740,20071127,3,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,L,UM,Top Up,Mixed,STORE00001,LS,E02
200725,20070815,4,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200729,20070916,1,13,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200711,20070510,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000961954,LA,OT,9.94106E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200736,20071030,3,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000917992,LA,,9.94108E+14,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200719,20070705,5,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000422634,LA,YF,9.94107E+14,M,UM,Top Up,Mixed,STORE00001,LS,E02
200652,20070225,1,10,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000985195,LA,OA,9.94105E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200728,20070905,4,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000755461,LA,YA,9.94107E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200701,20070303,7,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000154415,LA,OT,9.94105E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200701,20070227,3,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94105E+14,M,MM,Top Up,Mixed,STORE00001,LS,E02
200648,20070128,1,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000696111,LA,YF,9.94104E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200712,20070519,7,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000848108,LA,,9.94106E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200701,20070301,5,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000952666,LA,PE,9.94105E+14,M,LA,Top Up,Mixed,STORE00001,LS,E02
200702,20070306,3,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000122195,LA,YA,9.94105E+14,M,LA,Small Shop,Mixed,STORE00001,LS,E02
200726,20070823,5,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000587643,LA,,9.94107E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200701,20070226,2,21,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000985195,LA,OA,9.94105E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200732,20071006,7,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000914464,MM,YF,9.94108E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200719,20070708,1,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000517034,MM,YF,9.94107E+14,L,LA,Full Shop,Mixed,STORE00001,LS,E02
200723,20070802,5,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000420119,MM,OT,9.94107E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200717,20070622,6,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000228495,MM,YA,9.94106E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200715,20070607,5,15,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000974681,MM,OF,9.94106E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200716,20070617,1,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000554024,MM,YF,9.94106E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200708,20070419,5,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000576800,MM,OA,9.94105E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200718,20070701,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000576800,MM,OA,9.94106E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200740,20071130,6,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000420363,MM,OT,9.94109E+14,L,LA,Top Up,Mixed,STORE00001,LS,E02
200705,20070401,1,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000537317,MM,OF,9.94105E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
200729,20070910,2,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000008415,MM,OT,9.94108E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200729,20070914,6,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000999593,MM,YF,9.94108E+14,M,MM,Small Shop,Fresh,STORE00001,LS,E02
200744,20071224,2,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000701067,MM,OT,9.94109E+14,M,MM,Small Shop,Grocery,STORE00001,LS,E02
200715,20070608,6,13,6,5.88,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000177536,UM,OT,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200732,20071007,1,19,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,9.94108E+14,L,MM,Top Up,Mixed,STORE00001,LS,E02
200720,20070711,4,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000631617,UM,OT,9.94107E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200731,20070930,1,12,4,3.92,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,9.94108E+14,M,UM,Small Shop,Fresh,STORE00001,LS,E02
200646,20070108,2,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000575056,UM,YA,9.94104E+14,M,UM,Small Shop,Mixed,STORE00001,LS,E02
200735,20071023,3,17,7,6.86,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000966436,UM,OT,9.94108E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200740,20071130,6,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000658290,UM,,9.94109E+14,L,UM,Top Up,Fresh,STORE00001,LS,E02
200733,20071014,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,L,LA,Top Up,Grocery,STORE00001,LS,E02
200645,20070107,1,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94104E+14,M,LA,Small Shop,Grocery,STORE00001,LS,E02
200652,20070225,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94105E+14,M,MM,Top Up,Grocery,STORE00001,LS,E02
200726,20070825,7,17,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,L,LA,Top Up,Mixed,STORE00001,LS,E02
200714,20070530,4,21,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94106E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200743,20071222,7,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,L,MM,Top Up,Mixed,STORE00001,LS,E02
200724,20070811,7,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94107E+14,L,MM,Full Shop,Fresh,STORE00001,LS,E02
200729,20070911,3,10,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94108E+14,M,MM,Small Shop,Nonfood,STORE00001,LS,E02
200744,20071226,4,15,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,9.94109E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200651,20070218,1,12,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000820750,LA,OA,9.94105E+14,L,MM,Top Up,Fresh,STORE00001,LS,E02
200721,20070721,7,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000168291,LA,PE,9.94107E+14,S,MM,Small Shop,Fresh,STORE00001,LS,E02
